age,yr,cohort,rate,y,D,L,country,gender
63.0,1991.0,1928.0,0.006556416971873673,-5.0273110185559835,4186.12,638476.7805278411,SC1,Female
64.0,1991.0,1927.0,0.007275628906956804,-4.92322502196931,4478.27,615516.549465294,SC1,Female
65.0,1991.0,1926.0,0.007969338506638434,-4.832153787536898,4842.45,607635.1250440993,SC1,Female
66.0,1991.0,1925.0,0.008953385772824257,-4.7157235195926805,5070.57,566329.8922504194,SC1,Female
67.0,1991.0,1924.0,0.01015748470227399,-4.589544436155804,5382.72,529926.46878365,SC1,Female
68.0,1991.0,1923.0,0.011592357821340925,-4.457409206484595,5893.98,508436.6865513321,SC1,Female
69.0,1991.0,1922.0,0.01340513596688767,-4.312117364347693,6131.1,457369.4750388634,SC1,Female
70.0,1991.0,1921.0,0.015448922001647845,-4.170216051428783,6723.4,435201.8865318146,SC1,Female
71.0,1991.0,1920.0,0.0173513415523754,-4.054085452675049,7141.61,411588.3477045792,SC1,Female
72.0,1991.0,1919.0,0.019830674349817824,-3.9205253304821053,7191.64,362652.31696803425,SC1,Female
73.0,1991.0,1918.0,0.02245737854248958,-3.796136053202841,7917.0,352534.4681268545,SC1,Female
74.0,1991.0,1917.0,0.02643672405727503,-3.633001172685794,8755.43,331184.37749818794,SC1,Female
75.0,1991.0,1916.0,0.030383935575345786,-3.493841245262474,9792.96,322307.16049655626,SC1,Female
76.0,1991.0,1915.0,0.03433797927405469,-3.371503269913568,10530.32,306666.85176656756,SC1,Female
77.0,1991.0,1914.0,0.040578936619896415,-3.204506149464619,11576.86,285292.3453475542,SC1,Female
78.0,1991.0,1913.0,0.04636049624160155,-3.0713075564781085,12083.11,260633.75027373483,SC1,Female
79.0,1991.0,1912.0,0.053207887570126684,-2.9335486310279846,13678.91,257084.25244230067,SC1,Female
80.0,1991.0,1911.0,0.06100345704728253,-2.7968247435084033,14050.11,230316.61941896257,SC1,Female
81.0,1991.0,1910.0,0.07064707102662285,-2.650058628225172,14735.46,208578.49852610374,SC1,Female
82.0,1991.0,1909.0,0.08191957281245577,-2.502017332396238,15142.66,184847.8877528714,SC1,Female
83.0,1991.0,1908.0,0.0945713325990667,-2.3584008869144513,15363.77,162456.9473408438,SC1,Female
84.0,1991.0,1907.0,0.1112760378315537,-2.195741337396652,14503.34,130336.59611384365,SC1,Female
50.0,1992.0,1942.0,0.0015751800929636986,-6.453385668502546,1969.25,1250174.5094396537,SC1,Female
51.0,1992.0,1941.0,0.0016941499723080735,-6.380574155202197,2072.31,1223215.2016487238,SC1,Female
52.0,1992.0,1940.0,0.001828714140314721,-6.304142214672656,1962.24,1073016.2559263087,SC1,Female
53.0,1992.0,1939.0,0.002039764211518269,-6.194921060395278,1985.26,973279.1607919723,SC1,Female
54.0,1992.0,1938.0,0.002271376874165882,-6.087369078871457,2367.5,1042319.3204647808,SC1,Female
55.0,1992.0,1937.0,0.0024589041503309023,-6.008039495633081,2502.58,1017762.3229694497,SC1,Female
56.0,1992.0,1936.0,0.0029034957960050256,-5.841839821059184,2898.83,998393.0419284762,SC1,Female
57.0,1992.0,1935.0,0.003170956442412876,-5.753722019750835,2832.79,893355.0654024264,SC1,Female
58.0,1992.0,1934.0,0.003541028802823767,-5.643337971792324,3133.98,885047.870127696,SC1,Female
59.0,1992.0,1933.0,0.004035647921835298,-5.512588414727213,3457.19,856662.9366487868,SC1,Female
60.0,1992.0,1932.0,0.004475056384865791,-5.409236327364688,3716.35,830458.8099869171,SC1,Female
61.0,1992.0,1931.0,0.0051382625275363915,-5.271040286322148,3955.5,769812.7487262737,SC1,Female
62.0,1992.0,1930.0,0.0056600682880539495,-5.174319321812628,3994.53,705738.8350650808,SC1,Female
63.0,1992.0,1929.0,0.0064120419167321375,-5.049577507024112,4386.78,684147.1183388175,SC1,Female
64.0,1992.0,1928.0,0.007028475884804991,-4.957785398256888,4606.92,655465.0077066917,SC1,Female
65.0,1992.0,1927.0,0.007938082286746147,-4.8360835584938195,4994.16,629139.358801876,SC1,Female
66.0,1992.0,1926.0,0.00884848469025721,-4.727509056062226,5305.36,599578.3668859784,SC1,Female
67.0,1992.0,1925.0,0.00983565628766199,-4.621741099559418,5565.53,565852.4288797579,SC1,Female
68.0,1992.0,1924.0,0.011196084835450511,-4.492191130057663,5945.77,531057.9624382377,SC1,Female
69.0,1992.0,1923.0,0.012727246330991373,-4.364010203166889,6353.03,499167.67812768015,SC1,Female
70.0,1992.0,1922.0,0.014490997142497294,-4.234227709109916,6722.26,463892.16241619695,SC1,Female
71.0,1992.0,1921.0,0.01630188691304321,-4.116474416332877,7550.78,463184.4178699699,SC1,Female
72.0,1992.0,1920.0,0.018868077627633876,-3.970283799320447,7909.01,419174.1287102081,SC1,Female
73.0,1992.0,1919.0,0.02170689560382945,-3.830125299152115,7603.82,350295.1384102369,SC1,Female
74.0,1992.0,1918.0,0.024123188587981202,-3.724581719012077,8611.46,356978.5133749048,SC1,Female
75.0,1992.0,1917.0,0.02894754762694036,-3.5422697891923747,9621.09,332362.8696976743,SC1,Female
76.0,1992.0,1916.0,0.033931966841553564,-3.3833977342399564,10623.73,313089.1306598246,SC1,Female
77.0,1992.0,1915.0,0.038122153454477996,-3.26695971033112,11634.37,305186.58957429323,SC1,Female
78.0,1992.0,1914.0,0.04413228284479459,-3.12056372704102,12513.93,283555.0121893597,SC1,Female
79.0,1992.0,1913.0,0.05132053571034879,-2.9696643006619663,13276.42,258696.05249118258,SC1,Female
80.0,1992.0,1912.0,0.05835909882387941,-2.841139997121221,14564.23,249562.28409134722,SC1,Female
81.0,1992.0,1911.0,0.06744583038894475,-2.6964305160457727,15063.55,223342.93926150713,SC1,Female
82.0,1992.0,1910.0,0.07743738206885276,-2.5582856425143197,15373.75,198531.37579380677,SC1,Female
83.0,1992.0,1909.0,0.088520320341023,-2.4245231449510802,15965.12,180355.4250424609,SC1,Female
84.0,1992.0,1908.0,0.10450016961053231,-2.2585665845112937,15967.12,152795.1587017397,SC1,Female
50.0,1993.0,1943.0,0.0015023326255377526,-6.500736295072697,1914.21,1274158.5767764433,SC1,Female
51.0,1993.0,1942.0,0.001680110125382415,-6.388895936892465,2083.32,1239990.1461969996,SC1,Female
52.0,1993.0,1941.0,0.0017621036498119977,-6.3412469281063375,2129.34,1208407.9164282894,SC1,Female
53.0,1993.0,1940.0,0.0019347694762398599,-6.2477670933235485,2105.33,1088155.4758097678,SC1,Female
54.0,1993.0,1939.0,0.0022790730463959066,-6.083986477281428,2076.31,911032.668866602,SC1,Female
55.0,1993.0,1938.0,0.0024456562175026457,-6.0134418004492645,2494.57,1020000.2691086739,SC1,Female
56.0,1993.0,1937.0,0.0026598449952756568,-5.929487430339195,2693.7,1012728.1870877722,SC1,Female
57.0,1993.0,1936.0,0.0029708114873565014,-5.818920135421357,3007.9,1012484.3036326418,SC1,Female
58.0,1993.0,1935.0,0.003432507923622128,-5.674464111913413,3092.95,901075.8514830136,SC1,Female
59.0,1993.0,1934.0,0.003931333342914582,-5.5387766376347844,3381.13,860046.6317855723,SC1,Female
60.0,1993.0,1933.0,0.004346933802235999,-5.438284555470547,3748.37,862302.0663604063,SC1,Female
61.0,1993.0,1932.0,0.004707420406339256,-5.3586152054167435,3826.41,812846.4572331713,SC1,Female
62.0,1993.0,1931.0,0.005473257348781466,-5.207881346405375,4222.67,771509.4925949555,SC1,Female
63.0,1993.0,1930.0,0.005940823000117105,-5.125907602996787,4322.73,727631.5082800465,SC1,Female
64.0,1993.0,1929.0,0.006784465202659748,-4.993119809338321,4752.0,700423.667607146,SC1,Female
65.0,1993.0,1928.0,0.007547848147297554,-4.886492769948273,4842.05,641513.9660346316,SC1,Female
66.0,1993.0,1927.0,0.00851761085718015,-4.765619393288707,5470.45,642251.6937820113,SC1,Female
67.0,1993.0,1926.0,0.009439326977342948,-4.662870596139314,5773.65,611659.0741965388,SC1,Female
68.0,1993.0,1925.0,0.010793233720360692,-4.528835848563727,6112.86,566360.3845127999,SC1,Female
69.0,1993.0,1924.0,0.012048721331122145,-4.418796738275741,6463.08,536412.1073416898,SC1,Female
70.0,1993.0,1923.0,0.01365911143899358,-4.29334847534516,6955.39,509212.4792352146,SC1,Female
71.0,1993.0,1922.0,0.01532523958814688,-4.178254163471506,7425.69,484539.8962469278,SC1,Female
72.0,1993.0,1921.0,0.01838883560724598,-3.996011558996592,8112.13,441144.29935974185,SC1,Female
73.0,1993.0,1920.0,0.0205769327797897,-3.883584598566542,8734.51,424480.65965297224,SC1,Female
74.0,1993.0,1919.0,0.023440126811436087,-3.7533059042437578,8553.4,364904.1691970251,SC1,Female
75.0,1993.0,1918.0,0.027258171053580835,-3.6024019476431843,9449.97,346683.9349354872,SC1,Female
76.0,1993.0,1917.0,0.031218813015630155,-3.4667343846166636,10487.62,335939.1016804265,SC1,Female
77.0,1993.0,1916.0,0.03583794952212013,-3.328747904506492,11734.41,327429.72621123906,SC1,Female
78.0,1993.0,1915.0,0.041480652637928474,-3.1825281619468884,12546.92,302476.4366539289,SC1,Female
79.0,1993.0,1914.0,0.047969260553359774,-3.037194878359544,13664.63,284862.2188953656,SC1,Female
80.0,1993.0,1913.0,0.05603396336675421,-2.8817972833948877,14213.98,253667.22512499208,SC1,Female
81.0,1993.0,1912.0,0.06347047578062603,-2.7571804295420823,15540.81,244851.0084234115,SC1,Female
82.0,1993.0,1911.0,0.07333723370373257,-2.612686835843176,15987.09,217994.1782994512,SC1,Female
83.0,1993.0,1910.0,0.08225128160451124,-2.497976307640285,16470.4,200244.90413650463,SC1,Female
84.0,1993.0,1909.0,0.09687926954563116,-2.3342897195507044,16484.41,170154.15245503755,SC1,Female
50.0,1994.0,1944.0,0.0014182449928369855,-6.5583350922859625,1915.14,1350359.0773615572,SC1,Female
51.0,1994.0,1943.0,0.0016356842110103237,-6.41569408448813,1949.16,1191648.110851452,SC1,Female
52.0,1994.0,1942.0,0.0018069558980684157,-6.316111673830138,2192.3,1213255.9529225403,SC1,Female
53.0,1994.0,1941.0,0.0019268467457054653,-6.25187042270456,2375.41,1232796.5393689391,SC1,Female
54.0,1994.0,1940.0,0.002121961188914227,-6.155414528818952,2221.32,1046824.047303435,SC1,Female
55.0,1994.0,1939.0,0.002454831012630606,-6.009697354063839,2017.2,821726.6237965444,SC1,Female
56.0,1994.0,1938.0,0.002703691588383378,-5.9131371848570025,2664.58,985534.0052277324,SC1,Female
57.0,1994.0,1937.0,0.0030030506286676186,-5.808126630759885,2832.68,943267.4803943589,SC1,Female
58.0,1994.0,1936.0,0.0033866654487670813,-5.687909485115995,3059.82,903490.4823899658,SC1,Female
59.0,1994.0,1935.0,0.0037769319044799942,-5.578843264410901,3285.96,870007.742554842,SC1,Female
60.0,1994.0,1934.0,0.004194692957002305,-5.473935134351378,3408.02,812459.9428215377,SC1,Female
61.0,1994.0,1933.0,0.004811909852029037,-5.336661215037491,3840.29,798080.2047612478,SC1,Female
62.0,1994.0,1932.0,0.005252562836051693,-5.249039162241627,4201.5,799895.2380278866,SC1,Female
63.0,1994.0,1931.0,0.0059071126059523195,-5.131598127701389,4417.63,747849.2953644666,SC1,Female
64.0,1994.0,1930.0,0.0067619200312103445,-4.996448400970108,4474.66,661743.99864931,SC1,Female
65.0,1994.0,1929.0,0.007531224781875979,-4.888697596761415,4923.93,653802.0232578268,SC1,Female
66.0,1994.0,1928.0,0.008501405446747186,-4.767523782477982,5270.14,619913.9698738243,SC1,Female
67.0,1994.0,1927.0,0.009457385856667732,-4.660959270610785,5583.32,590366.0995351687,SC1,Female
68.0,1994.0,1926.0,0.010617922589755439,-4.545211895320445,6152.66,579459.8659003515,SC1,Female
69.0,1994.0,1925.0,0.011766101014009642,-4.442532677330283,6447.84,548001.414599679,SC1,Female
70.0,1994.0,1924.0,0.013591171954683637,-4.298334817989513,6750.02,496647.384236345,SC1,Female
71.0,1994.0,1923.0,0.015229801988004093,-4.184501113603835,7287.34,478492.10421382677,SC1,Female
72.0,1994.0,1922.0,0.017911866214223072,-4.022291868772137,7652.55,427233.53940213256,SC1,Female
73.0,1994.0,1921.0,0.02030515904687248,-3.896880284982532,8670.16,426992.9617387276,SC1,Female
74.0,1994.0,1920.0,0.02349325549461198,-3.7510418992537486,9061.4,385702.18597751047,SC1,Female
75.0,1994.0,1919.0,0.026530178788950583,-3.629472371731541,8807.24,331970.6237210916,SC1,Female
76.0,1994.0,1918.0,0.030088708513655894,-3.5036053100437625,9929.9,330020.8114779426,SC1,Female
77.0,1994.0,1917.0,0.0357346103317823,-3.3316355827552,10906.49,305208.0293792874,SC1,Female
78.0,1994.0,1916.0,0.04096479798796178,-3.1950421667330757,12054.18,294257.0351144495,SC1,Female
79.0,1994.0,1915.0,0.04631221436246652,-3.07234954355691,13125.81,283420.04762004514,SC1,Female
80.0,1994.0,1914.0,0.05378427851062428,-2.922774075511386,13938.3,259151.93781481512,SC1,Female
81.0,1994.0,1913.0,0.06267418648830252,-2.7698056148656165,14801.81,236170.7559261675,SC1,Female
82.0,1994.0,1912.0,0.07136598660923175,-2.639933901162621,15803.4,221441.62437678265,SC1,Female
83.0,1994.0,1911.0,0.0821220636677842,-2.4995485572423304,16221.65,197530.95910525223,SC1,Female
84.0,1994.0,1910.0,0.09344647584620201,-2.3703664574427963,16556.85,177180.03648687547,SC1,Female
50.0,1995.0,1945.0,0.0014526360582430586,-6.534375401857107,1674.05,1152422.1710596515,SC1,Female
51.0,1995.0,1944.0,0.0015652826851716626,-6.459688841798905,2146.35,1371221.96542065,SC1,Female
52.0,1995.0,1943.0,0.001763714679627786,-6.3403330807226235,2256.42,1279356.5909856772,SC1,Female
53.0,1995.0,1942.0,0.0019524676117052755,-6.238661264503113,2441.53,1250484.2514993527,SC1,Female
54.0,1995.0,1941.0,0.0022154319146270277,-6.112307899177211,2529.59,1141804.4415171575,SC1,Female
55.0,1995.0,1940.0,0.002493428418934919,-5.994096640454552,2513.58,1008081.8767092134,SC1,Female
56.0,1995.0,1939.0,0.002639809076994021,-5.937048683759527,2410.51,913138.0072171257,SC1,Female
57.0,1995.0,1938.0,0.0029962175863147682,-5.810404590358545,2878.8,960811.3953902837,SC1,Female
58.0,1995.0,1937.0,0.003258010612986038,-5.726638511291924,2969.86,911556.2693879803,SC1,Female
59.0,1995.0,1936.0,0.003792032987680713,-5.574852995344312,3477.18,916969.8711209567,SC1,Female
60.0,1995.0,1935.0,0.004175190367383449,-5.478595324740757,3532.21,845999.7483213206,SC1,Female
61.0,1995.0,1934.0,0.004627952862179289,-5.375640655057096,4044.53,873935.0033257346,SC1,Female
62.0,1995.0,1933.0,0.005238059124782591,-5.251804245296597,4269.68,815126.3470469543,SC1,Female
63.0,1995.0,1932.0,0.0060790369599091005,-5.102908990301628,4461.8,733964.9404050864,SC1,Female
64.0,1995.0,1931.0,0.006733774059453276,-5.000619511010883,4827.03,716838.7233342831,SC1,Female
65.0,1995.0,1930.0,0.007342877966937858,-4.9140244196160525,5048.17,687492.0191687726,SC1,Female
66.0,1995.0,1929.0,0.008572280181795762,-4.759221516207846,5593.51,652511.3367011115,SC1,Female
67.0,1995.0,1928.0,0.009570169290036895,-4.649104384014707,5697.57,595346.8352886403,SC1,Female
68.0,1995.0,1927.0,0.010837862746795938,-4.524709465989641,6262.93,577875.0060155124,SC1,Female
69.0,1995.0,1926.0,0.011997784500726333,-4.423033271178891,6677.19,556535.2502868983,SC1,Female
70.0,1995.0,1925.0,0.013440170446350612,-4.309507261947415,7206.52,536192.6047564951,SC1,Female
71.0,1995.0,1924.0,0.01570651768426026,-4.153679513649423,7703.83,490486.1889099788,SC1,Female
72.0,1995.0,1923.0,0.017469229875581263,-4.047314238487792,8071.06,462015.787615334,SC1,Female
73.0,1995.0,1922.0,0.020486607236660643,-3.8879839118635715,8931.6,435972.6282064394,SC1,Female
74.0,1995.0,1921.0,0.02365437101883395,-3.7442073600291645,9629.04,407072.3331570821,SC1,Female
75.0,1995.0,1920.0,0.02648130707196476,-3.6313161884077854,10299.45,388932.8412683914,SC1,Female
76.0,1995.0,1919.0,0.030391055865983327,-3.493606928794425,10003.27,329151.775578704,SC1,Female
77.0,1995.0,1918.0,0.0341907167532244,-3.375801111724271,11134.98,325672.6110882101,SC1,Female
78.0,1995.0,1917.0,0.040385677696531154,-3.2092800693315313,12084.58,299229.347859575,SC1,Female
79.0,1995.0,1916.0,0.04642400330399813,-3.0699386409237883,13437.43,289450.04832969117,SC1,Female
80.0,1995.0,1915.0,0.053421624316873195,-2.9295396652318315,14363.01,268861.3493817606,SC1,Female
81.0,1995.0,1914.0,0.06101879721503724,-2.79657331121143,15354.63,251637.70347502135,SC1,Female
82.0,1995.0,1913.0,0.07074588769379533,-2.6486608686174065,16226.18,229358.63170210944,SC1,Female
83.0,1995.0,1912.0,0.0798981468564543,-2.5270026197648052,16876.58,211226.17562483158,SC1,Female
84.0,1995.0,1911.0,0.09181973059350555,-2.3879280742374025,17168.76,186983.34104254443,SC1,Female
50.0,1996.0,1946.0,0.0014015815932655797,-6.5701539705270715,1473.29,1051162.4917728442,SC1,Female
51.0,1996.0,1945.0,0.0015233751588121457,-6.486826906570415,1714.5,1125461.4400676484,SC1,Female
52.0,1996.0,1944.0,0.0016768254931541426,-6.390852860497646,2318.03,1382391.9122554243,SC1,Female
53.0,1996.0,1943.0,0.0018686676543556609,-6.282529586354992,2277.0,1218515.2317976719,SC1,Female
54.0,1996.0,1942.0,0.002152561515091869,-6.141096743630851,2559.25,1188932.340403184,SC1,Female
55.0,1996.0,1941.0,0.0023467940611592605,-6.0547051115279835,2586.27,1102043.8660571878,SC1,Female
56.0,1996.0,1940.0,0.0026604513918474532,-5.929259474402045,2433.13,914555.3297669543,SC1,Female
57.0,1996.0,1939.0,0.002995688560433784,-5.810581170521653,2444.14,815885.8808894613,SC1,Female
58.0,1996.0,1938.0,0.0033179595243318038,-5.708405286103298,2885.53,869670.0423375751,SC1,Female
59.0,1996.0,1937.0,0.003673750701979011,-5.606542149151475,3217.82,875895.0350840612,SC1,Female
60.0,1996.0,1936.0,0.004196640952829034,-5.473470846817917,3619.18,862399.247560181,SC1,Female
61.0,1996.0,1935.0,0.004735298748925837,-5.352710460580286,3794.33,801286.2970600772,SC1,Female
62.0,1996.0,1934.0,0.005249919318114545,-5.249542570474875,3978.49,757819.2651975524,SC1,Female
63.0,1996.0,1933.0,0.005934176544764823,-5.12702700616328,4444.9,749034.0010058051,SC1,Female
64.0,1996.0,1932.0,0.006590597363228983,-5.022111287651932,4645.08,704804.0934675153,SC1,Female
65.0,1996.0,1931.0,0.007602964573943083,-4.879217032230701,4953.35,651502.4437935888,SC1,Female
66.0,1996.0,1930.0,0.008154508383756255,-4.8091843287537515,5323.67,652849.9020989086,SC1,Female
67.0,1996.0,1929.0,0.009551265225990523,-4.6510816488678675,5557.88,581899.870697352,SC1,Female
68.0,1996.0,1928.0,0.010459097549901101,-4.56028310036746,6023.29,575890.0298292901,SC1,Female
69.0,1996.0,1927.0,0.01213683305165556,-4.411510396274627,6471.68,533226.4168466264,SC1,Female
70.0,1996.0,1926.0,0.01340015213347941,-4.312489218844987,6861.02,512010.6049287446,SC1,Female
71.0,1996.0,1925.0,0.015219022680891352,-4.1852091414295565,7419.51,487515.53602162394,SC1,Female
72.0,1996.0,1924.0,0.01725768749185277,-4.059497583076385,7822.87,453297.6972548101,SC1,Female
73.0,1996.0,1923.0,0.0197371250568995,-3.925253896064688,8464.43,428858.30512793415,SC1,Female
74.0,1996.0,1922.0,0.02278769480732146,-3.781534590146252,9252.12,406013.86310595076,SC1,Female
75.0,1996.0,1921.0,0.026425638906010043,-3.63342056942881,10086.85,381706.9489171717,SC1,Female
76.0,1996.0,1920.0,0.030109771354855437,-3.50290553017872,10660.36,354049.8489464927,SC1,Female
77.0,1996.0,1919.0,0.03463202084772674,-3.362976566863927,10342.08,298627.67886035325,SC1,Female
78.0,1996.0,1918.0,0.038994084663803684,-3.2443453196434353,11247.87,288450.6739156991,SC1,Female
79.0,1996.0,1917.0,0.04589266294232595,-3.0814500234438795,12498.97,272352.2497639254,SC1,Female
80.0,1996.0,1916.0,0.053204920823383385,-2.9336043902319537,13701.02,257514.1507207816,SC1,Female
81.0,1996.0,1915.0,0.06127898782554881,-2.7923182708933134,14244.5,232453.252011142,SC1,Female
82.0,1996.0,1914.0,0.07041151843841534,-2.6533984150194447,15299.43,217285.89780919836,SC1,Female
83.0,1996.0,1913.0,0.08158321466440706,-2.5061317408138364,15924.98,195199.2216230689,SC1,Female
84.0,1996.0,1912.0,0.09265752830052201,-2.3788450742844267,16591.56,179063.26991788024,SC1,Female
50.0,1997.0,1947.0,0.0013126230072997016,-6.635727848042534,2097.05,1597602.6538754674,SC1,Female
51.0,1997.0,1946.0,0.00151556657557847,-6.491965932653359,1554.78,1025873.7722600955,SC1,Female
52.0,1997.0,1945.0,0.0016557117443242728,-6.403524305607597,1889.94,1141466.8081437813,SC1,Female
53.0,1997.0,1944.0,0.0018507165162484492,-6.2921824087953,2323.17,1255281.3894530167,SC1,Female
54.0,1997.0,1943.0,0.0021262364201398445,-6.153401801040103,2350.18,1105323.9318727436,SC1,Female
55.0,1997.0,1942.0,0.0024277748001852863,-6.0207801612458125,2641.32,1087959.2290843518,SC1,Female
56.0,1997.0,1941.0,0.0026289085325602824,-5.94118652556262,2738.37,1041637.6097091188,SC1,Female
57.0,1997.0,1940.0,0.00294347899450374,-5.828163065752527,2674.34,908564.3230319312,SC1,Female
58.0,1997.0,1939.0,0.0032193888128817347,-5.738563747106012,2545.27,790606.5865097175,SC1,Female
59.0,1997.0,1938.0,0.0036694343905399433,-5.607717745811995,3144.57,856963.1352741774,SC1,Female
60.0,1997.0,1937.0,0.004078704451824816,-5.501975877308845,3410.7,836221.4130210022,SC1,Female
61.0,1997.0,1936.0,0.004699072563453462,-5.360390116662439,3764.89,801198.523572722,SC1,Female
62.0,1997.0,1935.0,0.005113200772602595,-5.275929696570795,3970.99,776615.3093923563,SC1,Female
63.0,1997.0,1934.0,0.005845041514886123,-5.1421615814509725,4152.07,710357.6577558138,SC1,Female
64.0,1997.0,1933.0,0.006431952868799235,-5.046477074744378,4895.45,761114.0970493335,SC1,Female
65.0,1997.0,1932.0,0.007365728818767795,-4.9109172769006335,4932.47,669651.3164362122,SC1,Female
66.0,1997.0,1931.0,0.008054941122975258,-4.821469571756045,5396.7,669986.2752077595,SC1,Female
67.0,1997.0,1930.0,0.009411387818851927,-4.665834852853301,5436.72,577674.6325456613,SC1,Female
68.0,1997.0,1929.0,0.010582960328809517,-4.548510087454584,6054.02,572053.5475805777,SC1,Female
69.0,1997.0,1928.0,0.011864373530128383,-4.434215190308986,6371.19,537001.8049264045,SC1,Female
