age,yr,cohort,L,D,rate,y,country,gender
60.0,1991.0,1931.0,0,0,0.008855243075740676,-4.726745557447573,SB1,Female
61.0,1991.0,1930.0,0,0,0.009599068968626619,-4.646089167646174,SB1,Female
62.0,1991.0,1929.0,0,0,0.011082880089838727,-4.502353695534461,SB1,Female
63.0,1991.0,1928.0,0,0,0.012526174413328343,-4.3799348708717245,SB1,Female
64.0,1991.0,1927.0,0,0,0.013804008641343669,-4.282796247743702,SB1,Female
65.0,1991.0,1926.0,0,0,0.014709978100318233,-4.219229233131406,SB1,Female
66.0,1991.0,1925.0,0,0,0.016045212124437474,-4.132344783913288,SB1,Female
67.0,1991.0,1924.0,0,0,0.01745297009306941,-4.048245438910526,SB1,Female
68.0,1991.0,1923.0,0,0,0.019582301713240095,-3.933129094486384,SB1,Female
69.0,1991.0,1922.0,0,0,0.022468462197788464,-3.7956426331425317,SB1,Female
70.0,1991.0,1921.0,0,0,0.026107384116837017,-3.6455370883128655,SB1,Female
71.0,1991.0,1920.0,0,0,0.029217545558055388,-3.532985874885297,SB1,Female
72.0,1991.0,1919.0,0,0,0.0330405698758002,-3.410019082421199,SB1,Female
73.0,1991.0,1918.0,0,0,0.036667713954691886,-3.3058586398650402,SB1,Female
74.0,1991.0,1917.0,0,0,0.04241224205328323,-3.1603182307462636,SB1,Female
75.0,1991.0,1916.0,0,0,0.04803112980681013,-3.035905940642024,SB1,Female
76.0,1991.0,1915.0,0,0,0.053088761119117325,-2.9357900281435327,SB1,Female
77.0,1991.0,1914.0,0,0,0.06358326139240691,-2.755405028929462,SB1,Female
78.0,1991.0,1913.0,0,0,0.07027449507681731,-2.6553463471770424,SB1,Female
79.0,1991.0,1912.0,0,0,0.07756214967650318,-2.5566757326882277,SB1,Female
80.0,1991.0,1911.0,0,0,0.08421316466477398,-2.4744040200173005,SB1,Female
81.0,1991.0,1910.0,0,0,0.09198379426097356,-2.3861428667864573,SB1,Female
82.0,1991.0,1909.0,0,0,0.10194465171904575,-2.28332524318035,SB1,Female
83.0,1991.0,1908.0,0,0,0.11258872269226054,-2.1840137220022067,SB1,Female
84.0,1991.0,1907.0,0,0,0.1322575413102119,-2.0230041867298874,SB1,Female
50.0,1992.0,1942.0,0,0,0.0032903194555576392,-5.716770619964965,SB1,Female
51.0,1992.0,1941.0,0,0,0.0034535748903698708,-5.668345384316419,SB1,Female
52.0,1992.0,1940.0,0,0,0.0036241415128607777,-5.620137842761146,SB1,Female
53.0,1992.0,1939.0,0,0,0.003951996965212318,-5.533534267008673,SB1,Female
54.0,1992.0,1938.0,0,0,0.0043415014170075285,-5.4395350420770034,SB1,Female
55.0,1992.0,1937.0,0,0,0.0046928404777787395,-5.361717234271396,SB1,Female
56.0,1992.0,1936.0,0,0,0.005528198572864338,-5.197893271876767,SB1,Female
57.0,1992.0,1935.0,0,0,0.006046465348972208,-5.10828141751329,SB1,Female
58.0,1992.0,1934.0,0,0,0.006766984076391549,-4.995699774861528,SB1,Female
59.0,1992.0,1933.0,0,0,0.007764729417255146,-4.858163669446443,SB1,Female
60.0,1992.0,1932.0,0,0,0.008652029702735313,-4.749961337848753,SB1,Female
61.0,1992.0,1931.0,0,0,0.009949381720083288,-4.61024486842742,SB1,Female
62.0,1992.0,1930.0,0,0,0.01089186177419748,-4.519739394831624,SB1,Female
63.0,1992.0,1929.0,0,0,0.012207230066006816,-4.405726874416551,SB1,Female
64.0,1992.0,1928.0,0,0,0.013277565942468707,-4.321679439197755,SB1,Female
65.0,1992.0,1927.0,0,0,0.014929468083137236,-4.204418295451024,SB1,Female
66.0,1992.0,1926.0,0,0,0.016298135173618774,-4.116704584240802,SB1,Female
67.0,1992.0,1925.0,0,0,0.01751612529875317,-4.044633376680059,SB1,Female
68.0,1992.0,1924.0,0,0,0.019148064021506057,-3.9555536639486872,SB1,Female
69.0,1992.0,1923.0,0,0,0.021362550041721735,-3.846115888040106,SB1,Female
70.0,1992.0,1922.0,0,0,0.023928359560541294,-3.7326909309978618,SB1,Female
71.0,1992.0,1921.0,0,0,0.026667477265982807,-3.6243105359640038,SB1,Female
72.0,1992.0,1920.0,0,0,0.031305064119266944,-3.4639754015752713,SB1,Female
73.0,1992.0,1919.0,0,0,0.03578584991921497,-3.3302027173620097,SB1,Female
74.0,1992.0,1918.0,0,0,0.038533159878337504,-3.2562361128493285,SB1,Female
75.0,1992.0,1917.0,0,0,0.045775343344350294,-3.0840096877538916,SB1,Female
76.0,1992.0,1916.0,0,0,0.053531703345101406,-2.9274812147001157,SB1,Female
77.0,1992.0,1915.0,0,0,0.05858548887567628,-2.837268243172481,SB1,Female
78.0,1992.0,1914.0,0,0,0.06664665825220788,-2.7083503723659783,SB1,Female
79.0,1992.0,1913.0,0,0,0.07633692462576461,-2.5725985177036064,SB1,Female
80.0,1992.0,1912.0,0,0,0.08262286180240715,-2.4934688594821153,SB1,Female
81.0,1992.0,1911.0,0,0,0.09115420334077985,-2.395202664375674,SB1,Female
82.0,1992.0,1910.0,0,0,0.09750837725580841,-2.3278169840969025,SB1,Female
83.0,1992.0,1909.0,0,0,0.10466358541298044,-2.2570040209048075,SB1,Female
84.0,1992.0,1908.0,0,0,0.12230788244018787,-2.1012137866881884,SB1,Female
50.0,1993.0,1943.0,0,0,0.0032394427758535584,-5.732353946729877,SB1,Female
51.0,1993.0,1942.0,0,0,0.0035261604978265434,-5.647545677657096,SB1,Female
52.0,1993.0,1941.0,0,0,0.0036034740925000005,-5.625856873163572,SB1,Female
53.0,1993.0,1940.0,0,0,0.0038286843486650887,-5.565234046901266,SB1,Female
54.0,1993.0,1939.0,0,0,0.004391572190793456,-5.428067985987018,SB1,Female
55.0,1993.0,1938.0,0,0,0.004675733946559571,-5.365369134647256,SB1,Female
56.0,1993.0,1937.0,0,0,0.005073723735220391,-5.2836802664256215,SB1,Female
57.0,1993.0,1936.0,0,0,0.005638052365488966,-5.178216598378584,SB1,Female
58.0,1993.0,1935.0,0,0,0.006548646519190276,-5.028496888979171,SB1,Female
59.0,1993.0,1934.0,0,0,0.007550505218038702,-4.886140801663482,SB1,Female
60.0,1993.0,1933.0,0,0,0.008374454052479966,-4.782569391159408,SB1,Female
61.0,1993.0,1932.0,0,0,0.009085708473205781,-4.701052597433081,SB1,Female
62.0,1993.0,1931.0,0,0,0.010607654710791767,-4.5461793959560435,SB1,Female
63.0,1993.0,1930.0,0,0,0.011450685394019654,-4.469705691033703,SB1,Female
64.0,1993.0,1929.0,0,0,0.012964847504513904,-4.345513622149854,SB1,Female
65.0,1993.0,1928.0,0,0,0.014411871403034088,-4.239703009045197,SB1,Female
66.0,1993.0,1927.0,0,0,0.016192507948815285,-4.123206616012446,SB1,Female
67.0,1993.0,1926.0,0,0,0.017537050167896483,-4.043439483610444,SB1,Female
68.0,1993.0,1925.0,0,0,0.019617340572255035,-3.9313413808082065,SB1,Female
69.0,1993.0,1924.0,0,0,0.020830985458400397,-3.8713137152555683,SB1,Female
70.0,1993.0,1923.0,0,0,0.02306319920083912,-3.769517039989401,SB1,Female
71.0,1993.0,1922.0,0,0,0.025176190292026904,-3.681856560779145,SB1,Female
72.0,1993.0,1921.0,0,0,0.031108598637720718,-3.4702710144834783,SB1,Female
73.0,1993.0,1920.0,0,0,0.03429188052316309,-3.3728466722740214,SB1,Female
74.0,1993.0,1919.0,0,0,0.038233176258343216,-3.2640516518491705,SB1,Female
75.0,1993.0,1918.0,0,0,0.04445120972184243,-3.113363102053017,SB1,Female
76.0,1993.0,1917.0,0,0,0.04825686981888561,-3.0312170816661417,SB1,Female
77.0,1993.0,1916.0,0,0,0.05393308524742766,-2.9200111628987155,SB1,Female
78.0,1993.0,1915.0,0,0,0.06278901942209893,-2.767975070762599,SB1,Female
79.0,1993.0,1914.0,0,0,0.07128123729703394,-2.6411221377065726,SB1,Female
80.0,1993.0,1913.0,0,0,0.08214581272757276,-2.499259406856081,SB1,Female
81.0,1993.0,1912.0,0,0,0.08825369073684783,-2.4275397626625086,SB1,Female
82.0,1993.0,1911.0,0,0,0.09681922600088279,-2.334909688709496,SB1,Female
83.0,1993.0,1910.0,0,0,0.09840344108392932,-2.318679505170243,SB1,Female
84.0,1993.0,1909.0,0,0,0.11378779211326279,-2.173420037971665,SB1,Female
50.0,1994.0,1944.0,0,0,0.0031053189872849,-5.774638835448323,SB1,Female
51.0,1994.0,1943.0,0,0,0.0035395519266608255,-5.643755134237265,SB1,Female
52.0,1994.0,1942.0,0,0,0.0038350496331470757,-5.56357290209619,SB1,Female
53.0,1994.0,1941.0,0,0,0.003966654749154052,-5.529832171952221,SB1,Female
54.0,1994.0,1940.0,0,0,0.004233226673108064,-5.464790769831913,SB1,Female
55.0,1994.0,1939.0,0,0,0.0047813572963663,-5.343030819571149,SB1,Female
56.0,1994.0,1938.0,0,0,0.005224211559596487,-5.254451390202346,SB1,Female
57.0,1994.0,1937.0,0,0,0.005783280075495369,-5.152784270147843,SB1,Female
58.0,1994.0,1936.0,0,0,0.006503032646243382,-5.0354866499257485,SB1,Female
59.0,1994.0,1935.0,0,0,0.007286857969862481,-4.921682831376973,SB1,Female
60.0,1994.0,1934.0,0,0,0.00812803486155267,-4.812436099086229,SB1,Female
61.0,1994.0,1933.0,0,0,0.009409222502507301,-4.666064953399161,SB1,Female
62.0,1994.0,1932.0,0,0,0.010340638616624006,-4.571673650046557,SB1,Female
63.0,1994.0,1931.0,0,0,0.011592396021288072,-4.457405911220181,SB1,Female
64.0,1994.0,1930.0,0,0,0.013403408318286285,-4.312246252256369,SB1,Female
65.0,1994.0,1929.0,0,0,0.014700741112989787,-4.219857370618637,SB1,Female
66.0,1994.0,1928.0,0,0,0.0166355242621293,-4.096214854400891,SB1,Female
67.0,1994.0,1927.0,0,0,0.018288653300982588,-4.001474449635612,SB1,Female
68.0,1994.0,1926.0,0,0,0.020163839122277174,-3.9038644212563276,SB1,Female
69.0,1994.0,1925.0,0,0,0.021460740979776786,-3.8415300139611013,SB1,Female
70.0,1994.0,1924.0,0,0,0.02394368712364334,-3.7320505755216513,SB1,Female
71.0,1994.0,1923.0,0,0,0.025912383424249643,-3.6530343000533345,SB1,Female
72.0,1994.0,1922.0,0,0,0.03042696373736664,-3.492426098646062,SB1,Female
73.0,1994.0,1921.0,0,0,0.03384486434457857,-3.3859680091673274,SB1,Female
74.0,1994.0,1920.0,0,0,0.03941996555915613,-3.2334828509475404,SB1,Female
75.0,1994.0,1919.0,0,0,0.043159247918290164,-3.1428585641775273,SB1,Female
76.0,1994.0,1918.0,0,0,0.047646942234777445,-3.0439368222992864,SB1,Female
77.0,1994.0,1917.0,0,0,0.055360597188299825,-2.893887180369999,SB1,Female
78.0,1994.0,1916.0,0,0,0.06162065078794901,-2.7867582245589504,SB1,Female
79.0,1994.0,1915.0,0,0,0.0680112780941701,-2.6880817332323077,SB1,Female
80.0,1994.0,1914.0,0,0,0.0779688179196884,-2.551446302482384,SB1,Female
81.0,1994.0,1913.0,0,0,0.08925230098910515,-2.416288077264189,SB1,Female
82.0,1994.0,1912.0,0,0,0.09732426428883618,-2.3297069448377323,SB1,Female
83.0,1994.0,1911.0,0,0,0.10522781939643851,-2.251627570705472,SB1,Female
84.0,1994.0,1910.0,0,0,0.11120615939261183,-2.1963695084783073,SB1,Female
50.0,1995.0,1945.0,0,0,0.0030772377181863845,-5.783722929147197,SB1,Female
51.0,1995.0,1944.0,0,0,0.003392014871397273,-5.68633117680582,SB1,Female
52.0,1995.0,1943.0,0,0,0.0038303926446974705,-5.564787962846441,SB1,Female
53.0,1995.0,1942.0,0,0,0.004155308231435723,-5.483368670168472,SB1,Female
54.0,1995.0,1941.0,0,0,0.004558761735898736,-5.3907042414770014,SB1,Female
55.0,1995.0,1940.0,0,0,0.004973074164037004,-5.3037170860213045,SB1,Female
56.0,1995.0,1939.0,0,0,0.005175120721541147,-5.263892612268756,SB1,Female
57.0,1995.0,1938.0,0,0,0.00580370488254065,-5.149258792506467,SB1,Female
58.0,1995.0,1937.0,0,0,0.006301974855253599,-5.066892225617947,SB1,Female
59.0,1995.0,1936.0,0,0,0.007342395221616606,-4.9140901651170354,SB1,Female
60.0,1995.0,1935.0,0,0,0.008125131524513935,-4.81279336326487,SB1,Female
61.0,1995.0,1934.0,0,0,0.009054690707458296,-4.70447234533026,SB1,Female
62.0,1995.0,1933.0,0,0,0.010330101774231526,-4.572693143601783,SB1,Female
63.0,1995.0,1932.0,0,0,0.012263865853956073,-4.401098075669114,SB1,Female
64.0,1995.0,1931.0,0,0,0.013496782788907228,-4.305303933871352,SB1,Female
65.0,1995.0,1930.0,0,0,0.014621320513043483,-4.225274506369729,SB1,Female
66.0,1995.0,1929.0,0,0,0.017080523038269454,-4.069816468241084,SB1,Female
67.0,1995.0,1928.0,0,0,0.019001141988739114,-3.96325619695143,SB1,Female
68.0,1995.0,1927.0,0,0,0.021379923714796,-3.8453029414554014,SB1,Female
69.0,1995.0,1926.0,0,0,0.022981838046301478,-3.773051025151706,SB1,Female
70.0,1995.0,1925.0,0,0,0.024790085885986468,-3.6973114683994313,SB1,Female
71.0,1995.0,1924.0,0,0,0.028016618755580865,-3.5749574178893795,SB1,Female
72.0,1995.0,1923.0,0,0,0.029838445764010926,-3.511957590659552,SB1,Female
73.0,1995.0,1922.0,0,0,0.034640032669198795,-3.3627452521821466,SB1,Female
74.0,1995.0,1921.0,0,0,0.03966131042490395,-3.227379114961207,SB1,Female
75.0,1995.0,1920.0,0,0,0.043284277409697446,-3.139965818234557,SB1,Female
76.0,1995.0,1919.0,0,0,0.04879525958967777,-3.020122110397171,SB1,Female
77.0,1995.0,1918.0,0,0,0.05308331912189697,-2.935892540917376,SB1,Female
78.0,1995.0,1917.0,0,0,0.0609190521097882,-2.798209310666047,SB1,Female
79.0,1995.0,1916.0,0,0,0.0681921605990271,-2.6854256679680013,SB1,Female
80.0,1995.0,1915.0,0,0,0.07806484778447671,-2.550215415846742,SB1,Female
81.0,1995.0,1914.0,0,0,0.08596397823747559,-2.4538269281777922,SB1,Female
82.0,1995.0,1913.0,0,0,0.09704518452546447,-2.3325785890889907,SB1,Female
83.0,1995.0,1912.0,0,0,0.10398118067802224,-2.263545351234116,SB1,Female
84.0,1995.0,1911.0,0,0,0.11222214153266538,-2.187274965499163,SB1,Female
50.0,1996.0,1946.0,0,0,0.002925162200765929,-5.834405346582483,SB1,Female
51.0,1996.0,1945.0,0,0,0.0032361644527419053,-5.733366461317622,SB1,Female
52.0,1996.0,1944.0,0,0,0.0036314471660444645,-5.618124041820674,SB1,Female
53.0,1996.0,1943.0,0,0,0.004065578019008964,-5.5051993519928395,SB1,Female
54.0,1996.0,1942.0,0,0,0.004587724281570625,-5.384371177080844,SB1,Female
55.0,1996.0,1941.0,0,0,0.0048489232370828635,-5.328998611653879,SB1,Female
56.0,1996.0,1940.0,0,0,0.005322274742968341,-5.235854483751533,SB1,Female
57.0,1996.0,1939.0,0,0,0.005890286068813528,-5.134450713938883,SB1,Female
58.0,1996.0,1938.0,0,0,0.006469736456849156,-5.040619904397992,SB1,Female
59.0,1996.0,1937.0,0,0,0.007182363028302988,-4.936126837490651,SB1,Female
60.0,1996.0,1936.0,0,0,0.008216251250167962,-4.801641226228525,SB1,Female
61.0,1996.0,1935.0,0,0,0.009368921691593155,-4.670357270294024,SB1,Female
62.0,1996.0,1934.0,0,0,0.010465198282143599,-4.559699976092757,SB1,Female
63.0,1996.0,1933.0,0,0,0.011939881301992033,-4.427871112273793,SB1,Female
64.0,1996.0,1932.0,0,0,0.0134065700736551,-4.312010388180893,SB1,Female
65.0,1996.0,1931.0,0,0,0.015562965987819281,-4.1628611622130895,SB1,Female
66.0,1996.0,1930.0,0,0,0.016504650794505957,-4.10411307145876,SB1,Female
67.0,1996.0,1929.0,0,0,0.01929457910493115,-3.947931097916346,SB1,Female
68.0,1996.0,1928.0,0,0,0.020883580683577162,-3.8687920419931343,SB1,Female
69.0,1996.0,1927.0,0,0,0.02425210976831285,-3.719251664627822,SB1,Female
70.0,1996.0,1926.0,0,0,0.02588114459671833,-3.654240583251756,SB1,Female
71.0,1996.0,1925.0,0,0,0.02838680983656874,-3.5618306840760825,SB1,Female
72.0,1996.0,1924.0,0,0,0.030326647520528098,-3.495728496838723,SB1,Female
73.0,1996.0,1923.0,0,0,0.033799619609981076,-3.387305730699064,SB1,Female
74.0,1996.0,1922.0,0,0,0.03799663435120695,-3.2702576928833595,SB1,Female
75.0,1996.0,1921.0,0,0,0.04373349054220984,-3.129641096431555,SB1,Female
76.0,1996.0,1920.0,0,0,0.04931629555327432,-3.009500713943373,SB1,Female
77.0,1996.0,1919.0,0,0,0.05545859057279922,-2.892118652518094,SB1,Female
78.0,1996.0,1918.0,0,0,0.06032020299836048,-2.8080881899306642,SB1,Female
79.0,1996.0,1917.0,0,0,0.06836887794176483,-2.6828375587493207,SB1,Female
80.0,1996.0,1916.0,0,0,0.0777788336699112,-2.5538859456111003,SB1,Female
81.0,1996.0,1915.0,0,0,0.08872207922222711,-2.422246500436606,SB1,Female
82.0,1996.0,1914.0,0,0,0.09896789693470592,-2.3129597548223395,SB1,Female
83.0,1996.0,1913.0,0,0,0.11098467291988408,-2.198363169006819,SB1,Female
84.0,1996.0,1912.0,0,0,0.12023509620629537,-2.11830631774986,SB1,Female
50.0,1997.0,1947.0,0,0,0.0026975152832005595,-5.915424195157373,SB1,Female
51.0,1997.0,1946.0,0,0,0.0031575932574437753,-5.75794516896002,SB1,Female
52.0,1997.0,1945.0,0,0,0.0035532564418340544,-5.639890788405389,SB1,Female
53.0,1997.0,1944.0,0,0,0.004054783407336354,-5.507858006568488,SB1,Female
54.0,1997.0,1943.0,0,0,0.004669524225209318,-5.366698091461513,SB1,Female
55.0,1997.0,1942.0,0,0,0.005229520998107782,-5.253435592459573,SB1,Female
56.0,1997.0,1941.0,0,0,0.005493415094501995,-5.204205159571795,SB1,Female
57.0,1997.0,1940.0,0,0,0.005962312904936955,-5.122296801886923,SB1,Female
58.0,1997.0,1939.0,0,0,0.00642404757555525,-5.047706896456749,SB1,Female
59.0,1997.0,1938.0,0,0,0.007260730939875926,-4.925274774789685,SB1,Female
60.0,1997.0,1937.0,0,0,0.008107357496608873,-4.814983296673768,SB1,Female
61.0,1997.0,1936.0,0,0,0.009375584793544294,-4.66964633109303,SB1,Female
62.0,1997.0,1935.0,0,0,0.010258366810871718,-4.5796616321369585,SB1,Female
63.0,1997.0,1934.0,0,0,0.011904006883480268,-4.430880222642218,SB1,Female
64.0,1997.0,1933.0,0,0,0.013141533803613917,-4.331977544913336,SB1,Female
65.0,1997.0,1932.0,0,0,0.01538399448733179,-4.17442762903349,SB1,Female
66.0,1997.0,1931.0,0,0,0.016605372399063963,-4.098028997481452,SB1,Female
67.0,1997.0,1930.0,0,0,0.019823153152512405,-3.920904673303182,SB1,Female
68.0,1997.0,1929.0,0,0,0.021780042840863868,-3.826761194497445,SB1,Female
69.0,1997.0,1928.0,0,0,0.02433952781588033,-3.71565359112283,SB1,Female
70.0,1997.0,1927.0,0,0,0.027443618355341044,-3.5956216205560803,SB1,Female
71.0,1997.0,1926.0,0,0,0.0297152081690904,-3.5160963046659113,SB1,Female
72.0,1997.0,1925.0,0,0,0.03297661075897706,-3.4119567336877124,SB1,Female
73.0,1997.0,1924.0,0,0,0.03526203260898008,-3.34494845736136,SB1,Female
74.0,1997.0,1923.0,0,0,0.038989988930820126,-3.2444503598855907,SB1,Female
75.0,1997.0,1922.0,0,0,0.04321792215110573,-3.1415000051556716,SB1,Female
76.0,1997.0,1921.0,0,0,0.049938507742480515,-2.996962875584555,SB1,Female
77.0,1997.0,1920.0,0,0,0.05441791974401341,-2.9110617723037637,SB1,Female
78.0,1997.0,1919.0,0,0,0.06417357550288161,-2.746163749543647,SB1,Female
79.0,1997.0,1918.0,0,0,0.0694853716859109,-2.666639027904687,SB1,Female
80.0,1997.0,1917.0,0,0,0.07760102034437799,-2.5561747031116506,SB1,Female
81.0,1997.0,1916.0,0,0,0.08897742805205287,-2.419372558808991,SB1,Female
82.0,1997.0,1915.0,0,0,0.10035741734768915,-2.299017291696174,SB1,Female
83.0,1997.0,1914.0,0,0,0.11215851175357754,-2.1878421247427213,SB1,Female
84.0,1997.0,1913.0,0,0,0.12105909386556236,-2.1114764735493976,SB1,Female
50.0,1998.0,1948.0,0,0,0.0027539381918378837,-5.8947233219784,SB1,Female
51.0,1998.0,1947.0,0,0,0.003159777827119159,-5.757253561728715,SB1,Female
52.0,1998.0,1946.0,0,0,0.0035539273253389265,-5.639701998153486,SB1,Female
53.0,1998.0,1945.0,0,0,0.003952930355633681,-5.533298112927095,SB1,Female
54.0,1998.0,1944.0,0,0,0.004549550108534397,-5.3927269281531425,SB1,Female
55.0,1998.0,1943.0,0,0,0.005371218326572409,-5.226700519737248,SB1,Female
56.0,1998.0,1942.0,0,0,0.005533939705571356,-5.196855292947563,SB1,Female
57.0,1998.0,1941.0,0,0,0.006020539199818401,-5.112578455596242,SB1,Female
58.0,1998.0,1940.0,0,0,0.006652909186775072,-5.012701048281718,SB1,Female
59.0,1998.0,1939.0,0,0,0.007468704511678511,-4.897033720355459,SB1,Female
60.0,1998.0,1938.0,0,0,0.008083048900319594,-4.817986138475181,SB1,Female
61.0,1998.0,1937.0,0,0,0.009007666979103063,-4.709679177728329,SB1,Female
62.0,1998.0,1936.0,0,0,0.010187282651341929,-4.586615135480349,SB1,Female
63.0,1998.0,1935.0,0,0,0.010921718520559088,-4.517001947369744,SB1,Female
64.0,1998.0,1934.0,0,0,0.012645338623700977,-4.370466619962066,SB1,Female
65.0,1998.0,1933.0,0,0,0.015175586368229512,-4.188067302372585,SB1,Female
66.0,1998.0,1932.0,0,0,0.017574541937530504,-4.041303904923469,SB1,Female
67.0,1998.0,1931.0,0,0,0.01906074006293853,-3.960124553443841,SB1,Female
68.0,1998.0,1930.0,0,0,0.021759472721971918,-3.827706088815009,SB1,Female
69.0,1998.0,1929.0,0,0,0.023180047741683155,-3.764463381465959,SB1,Female
70.0,1998.0,1928.0,0,0,0.026488401304031375,-3.631048328443042,SB1,Female
71.0,1998.0,1927.0,0,0,0.029346941303245725,-3.528566952678924,SB1,Female
72.0,1998.0,1926.0,0,0,0.03253155684534762,-3.4255446808856114,SB1,Female
73.0,1998.0,1925.0,0,0,0.03525992556221797,-3.345008213125873,SB1,Female
74.0,1998.0,1924.0,0,0,0.038065796830593385,-3.2684391210240844,SB1,Female
75.0,1998.0,1923.0,0,0,0.042212624571677404,-3.1650359422134513,SB1,Female
76.0,1998.0,1922.0,0,0,0.048301046327971976,-3.030302055453242,SB1,Female
77.0,1998.0,1921.0,0,0,0.055052452463896014,-2.8994688670528794,SB1,Female
78.0,1998.0,1920.0,0,0,0.059861494696423136,-2.815721806999244,SB1,Female
79.0,1998.0,1919.0,0,0,0.06818591236170236,-2.685517299081324,SB1,Female
80.0,1998.0,1918.0,0,0,0.07276146709811311,-2.620568762010028,SB1,Female
81.0,1998.0,1917.0,0,0,0.08321166282300724,-2.4863677628178698,SB1,Female
82.0,1998.0,1916.0,0,0,0.09269200101337886,-2.3784730990937484,SB1,Female
83.0,1998.0,1915.0,0,0,0.10604013990843716,-2.24393757816915,SB1,Female
84.0,1998.0,1914.0,0,0,0.11916430195834855,-2.1272520494192393,SB1,Female
50.0,1999.0,1949.0,0,0,0.0028601932877878856,-5.856866073291396,SB1,Female
51.0,1999.0,1948.0,0,0,0.0031098105273283426,-5.773193478335553,SB1,Female
52.0,1999.0,1947.0,0,0,0.003610037951898742,-5.624036993701267,SB1,Female
53.0,1999.0,1946.0,0,0,0.003837266771713719,-5.562994944016423,SB1,Female
54.0,1999.0,1945.0,0,0,0.004507120577008684,-5.402096782356875,SB1,Female
55.0,1999.0,1944.0,0,0,0.00505071472610332,-5.2882255157878335,SB1,Female
