age,yr,cohort,L,D,rate,y,country,gender
73.0,1990.0,1917.0,0,0,0.06632586699775024,-2.713175307083722,SA1,Female
74.0,1990.0,1916.0,0,0,0.07631651376356641,-2.5728659320839857,SA1,Female
75.0,1990.0,1915.0,0,0,0.08391924114675324,-2.477900357514183,SA1,Female
76.0,1990.0,1914.0,0,0,0.08532359654616997,-2.4613042326554946,SA1,Female
77.0,1990.0,1913.0,0,0,0.0973827188355565,-2.3291065087615475,SA1,Female
78.0,1990.0,1912.0,0,0,0.10254755199837082,-2.2774286660468595,SA1,Female
79.0,1990.0,1911.0,0,0,0.110282948316016,-2.204705958363308,SA1,Female
80.0,1990.0,1910.0,0,0,0.12276185354039845,-2.0975089504491957,SA1,Female
81.0,1990.0,1909.0,0,0,0.12966621435933845,-2.0427917122692074,SA1,Female
82.0,1990.0,1908.0,0,0,0.15066555012603042,-1.8926927985134143,SA1,Female
83.0,1990.0,1907.0,0,0,0.17627818492351482,-1.7356919356150546,SA1,Female
84.0,1990.0,1906.0,0,0,0.18573786919541385,-1.6834189046748074,SA1,Female
50.0,1991.0,1941.0,0,0,0.006624556556524526,-5.016971844214312,SA1,Female
51.0,1991.0,1940.0,0,0,0.007333572207227196,-4.915292541109643,SA1,Female
52.0,1991.0,1939.0,0,0,0.007959278634740465,-4.833416907008751,SA1,Female
53.0,1991.0,1938.0,0,0,0.00931144059421856,-4.676511463442463,SA1,Female
54.0,1991.0,1937.0,0,0,0.010205774199843342,-4.584801620841095,SA1,Female
55.0,1991.0,1936.0,0,0,0.011342417577405006,-4.479205813156987,SA1,Female
56.0,1991.0,1935.0,0,0,0.01242953872747424,-4.387679483764006,SA1,Female
57.0,1991.0,1934.0,0,0,0.013614427925818644,-4.296625171673923,SA1,Female
58.0,1991.0,1933.0,0,0,0.015300249549336108,-4.179886140302636,SA1,Female
59.0,1991.0,1932.0,0,0,0.016810813974118075,-4.085732910716189,SA1,Female
60.0,1991.0,1931.0,0,0,0.01958363141957301,-3.9330611933168185,SA1,Female
61.0,1991.0,1930.0,0,0,0.021089013519802323,-3.859003060369576,SA1,Female
62.0,1991.0,1929.0,0,0,0.02352140956031229,-3.7498442274620722,SA1,Female
63.0,1991.0,1928.0,0,0,0.02604789361960057,-3.6478183731844527,SA1,Female
64.0,1991.0,1927.0,0,0,0.02974001499929394,-3.515261833602779,SA1,Female
65.0,1991.0,1926.0,0,0,0.03050234934046799,-3.4899515707789135,SA1,Female
66.0,1991.0,1925.0,0,0,0.034823481023629116,-3.3574633776794767,SA1,Female
67.0,1991.0,1924.0,0,0,0.040986034186911456,-3.1945238998927903,SA1,Female
68.0,1991.0,1923.0,0,0,0.04303374624587072,-3.145770674664658,SA1,Female
69.0,1991.0,1922.0,0,0,0.046990322650087034,-3.0578135995345903,SA1,Female
70.0,1991.0,1921.0,0,0,0.05424008326129881,-2.914335100297731,SA1,Female
71.0,1991.0,1920.0,0,0,0.05677291882763368,-2.868695848154962,SA1,Female
72.0,1991.0,1919.0,0,0,0.0633679251973291,-2.7587974572695186,SA1,Female
73.0,1991.0,1918.0,0,0,0.06902954486463297,-2.673220679586577,SA1,Female
74.0,1991.0,1917.0,0,0,0.07609987622889466,-2.5757086405429592,SA1,Female
75.0,1991.0,1916.0,0,0,0.08279933501179458,-2.4913352488816933,SA1,Female
76.0,1991.0,1915.0,0,0,0.09027008348341004,-2.4049491748535132,SA1,Female
77.0,1991.0,1914.0,0,0,0.10014215927025676,-2.3011645097977595,SA1,Female
78.0,1991.0,1913.0,0,0,0.10618442862681103,-2.242577804024224,SA1,Female
79.0,1991.0,1912.0,0,0,0.11483070746703235,-2.1642963442182226,SA1,Female
80.0,1991.0,1911.0,0,0,0.1281794960784047,-2.0543236842727737,SA1,Female
81.0,1991.0,1910.0,0,0,0.14845175986343126,-1.9074952229188835,SA1,Female
82.0,1991.0,1909.0,0,0,0.14824208825774823,-1.9089086100983967,SA1,Female
83.0,1991.0,1908.0,0,0,0.17406757681191956,-1.7483116826823835,SA1,Female
84.0,1991.0,1907.0,0,0,0.1897003126767948,-1.6623097537726546,SA1,Female
50.0,1992.0,1942.0,0,0,0.0068509271402154666,-4.9833712869302795,SA1,Female
51.0,1992.0,1941.0,0,0,0.007930335805860802,-4.837059897969562,SA1,Female
52.0,1992.0,1940.0,0,0,0.008988555010331864,-4.711803176417334,SA1,Female
53.0,1992.0,1939.0,0,0,0.009885401565501797,-4.616696199461684,SA1,Female
54.0,1992.0,1938.0,0,0,0.011180197096232454,-4.4936111820516835,SA1,Female
55.0,1992.0,1937.0,0,0,0.012088715249444241,-4.415482885556673,SA1,Female
56.0,1992.0,1936.0,0,0,0.012526240630861564,-4.379929584552373,SA1,Female
57.0,1992.0,1935.0,0,0,0.013861603419784633,-4.27863260505844,SA1,Female
58.0,1992.0,1934.0,0,0,0.017025426908854266,-4.0730473518510015,SA1,Female
59.0,1992.0,1933.0,0,0,0.01812947130465056,-4.010216415994656,SA1,Female
60.0,1992.0,1932.0,0,0,0.020182560620726278,-3.902936383071408,SA1,Female
61.0,1992.0,1931.0,0,0,0.023920295358667902,-3.733028002205542,SA1,Female
62.0,1992.0,1930.0,0,0,0.025033323146015845,-3.68754741583034,SA1,Female
63.0,1992.0,1929.0,0,0,0.026636052143111735,-3.6254896371177265,SA1,Female
64.0,1992.0,1928.0,0,0,0.031834404924659984,-3.4472076581753694,SA1,Female
65.0,1992.0,1927.0,0,0,0.03365263705526637,-3.3916638587920693,SA1,Female
66.0,1992.0,1926.0,0,0,0.035883478491624765,-3.3274782985635767,SA1,Female
67.0,1992.0,1925.0,0,0,0.0405404907055943,-3.205454033798823,SA1,Female
68.0,1992.0,1924.0,0,0,0.047321743389299474,-3.05078539800414,SA1,Female
69.0,1992.0,1923.0,0,0,0.05027049073939153,-2.9903370392526636,SA1,Female
70.0,1992.0,1922.0,0,0,0.05397359660039759,-2.9192603038382843,SA1,Female
71.0,1992.0,1921.0,0,0,0.061569897089224924,-2.7875822115038953,SA1,Female
72.0,1992.0,1920.0,0,0,0.06991817688949935,-2.660429622209645,SA1,Female
73.0,1992.0,1919.0,0,0,0.06782996754322698,-2.6907511825260033,SA1,Female
74.0,1992.0,1918.0,0,0,0.07686811856921788,-2.5656640714088805,SA1,Female
75.0,1992.0,1917.0,0,0,0.08705352151918352,-2.4412321596036,SA1,Female
76.0,1992.0,1916.0,0,0,0.09003043830927411,-2.4076074623933836,SA1,Female
77.0,1992.0,1915.0,0,0,0.10101598521979337,-2.2924765051612694,SA1,Female
78.0,1992.0,1914.0,0,0,0.1128636945444772,-2.1815744313356418,SA1,Female
79.0,1992.0,1913.0,0,0,0.1233329419239754,-2.092867735606401,SA1,Female
80.0,1992.0,1912.0,0,0,0.13473286519293817,-2.0044612372567414,SA1,Female
81.0,1992.0,1911.0,0,0,0.14215747538469792,-1.950819854264326,SA1,Female
82.0,1992.0,1910.0,0,0,0.15307758216848094,-1.8768104131111625,SA1,Female
83.0,1992.0,1909.0,0,0,0.16843748809123196,-1.781190588580229,SA1,Female
84.0,1992.0,1908.0,0,0,0.18608426008809884,-1.6815556966212053,SA1,Female
50.0,1993.0,1943.0,0,0,0.006992809900620845,-4.962872814868309,SA1,Female
51.0,1993.0,1942.0,0,0,0.00820047899977896,-4.803562711810806,SA1,Female
52.0,1993.0,1941.0,0,0,0.009144984843404803,-4.694549654504836,SA1,Female
53.0,1993.0,1940.0,0,0,0.009968735127901755,-4.608301570870056,SA1,Female
54.0,1993.0,1939.0,0,0,0.010833258364646619,-4.5251343985249655,SA1,Female
55.0,1993.0,1938.0,0,0,0.012128430180889932,-4.412202980650983,SA1,Female
56.0,1993.0,1937.0,0,0,0.013466585940332683,-4.307543777230861,SA1,Female
57.0,1993.0,1936.0,0,0,0.014662748430378196,-4.2224451218977785,SA1,Female
58.0,1993.0,1935.0,0,0,0.0166487341198479,-4.095421094283987,SA1,Female
59.0,1993.0,1934.0,0,0,0.0207279080653098,-3.87627427102212,SA1,Female
60.0,1993.0,1933.0,0,0,0.020693205786245967,-3.877949855474403,SA1,Female
61.0,1993.0,1932.0,0,0,0.024032493454917904,-3.728348470367296,SA1,Female
62.0,1993.0,1931.0,0,0,0.026142156613462964,-3.644206071761389,SA1,Female
63.0,1993.0,1930.0,0,0,0.03065664844739442,-3.4849057250363145,SA1,Female
64.0,1993.0,1929.0,0,0,0.032505239751164344,-3.4263539795287454,SA1,Female
65.0,1993.0,1928.0,0,0,0.03368620811385853,-3.390666780173061,SA1,Female
66.0,1993.0,1927.0,0,0,0.038593849353317,-3.254662358386141,SA1,Female
67.0,1993.0,1926.0,0,0,0.04259102946257135,-3.156111623877028,SA1,Female
68.0,1993.0,1925.0,0,0,0.04902869652595129,-3.0153495089069127,SA1,Female
69.0,1993.0,1924.0,0,0,0.052440604125847876,-2.9480740998279034,SA1,Female
70.0,1993.0,1923.0,0,0,0.0557427363694592,-2.8870081664673566,SA1,Female
71.0,1993.0,1922.0,0,0,0.05946761406725834,-2.8223234160069453,SA1,Female
72.0,1993.0,1921.0,0,0,0.06569200637978641,-2.7227780293901858,SA1,Female
73.0,1993.0,1920.0,0,0,0.07146966743617321,-2.638482150955798,SA1,Female
74.0,1993.0,1919.0,0,0,0.08268524513476024,-2.4927141072020205,SA1,Female
75.0,1993.0,1918.0,0,0,0.09043518217044379,-2.4031219039948146,SA1,Female
76.0,1993.0,1917.0,0,0,0.09537960928023442,-2.3498904625742716,SA1,Female
77.0,1993.0,1916.0,0,0,0.10373017301269051,-2.265962241626068,SA1,Female
78.0,1993.0,1915.0,0,0,0.10863815880312173,-2.2197325630038613,SA1,Female
79.0,1993.0,1914.0,0,0,0.12498935489009937,-2.0795267061854346,SA1,Female
80.0,1993.0,1913.0,0,0,0.13156503110755857,-2.0282540164682024,SA1,Female
81.0,1993.0,1912.0,0,0,0.1399917546036159,-1.9661717537957097,SA1,Female
82.0,1993.0,1911.0,0,0,0.15337661233093947,-1.8748588636611523,SA1,Female
83.0,1993.0,1910.0,0,0,0.16392792731000133,-1.8083284153740782,SA1,Female
84.0,1993.0,1909.0,0,0,0.19377705231877063,-1.6410469956242515,SA1,Female
50.0,1994.0,1944.0,0,0,0.007430891273586721,-4.902109471378424,SA1,Female
51.0,1994.0,1943.0,0,0,0.00826081566487577,-4.796231947550283,SA1,Female
52.0,1994.0,1942.0,0,0,0.009504100670149956,-4.656031924020014,SA1,Female
53.0,1994.0,1941.0,0,0,0.01017147151543382,-4.588168387605445,SA1,Female
54.0,1994.0,1940.0,0,0,0.011686233639137077,-4.4493437419693915,SA1,Female
55.0,1994.0,1939.0,0,0,0.012421597507577925,-4.388318586949591,SA1,Female
56.0,1994.0,1938.0,0,0,0.013869371053049225,-4.278072391534364,SA1,Female
57.0,1994.0,1937.0,0,0,0.016748856068513937,-4.08942531746031,SA1,Female
58.0,1994.0,1936.0,0,0,0.01730990562957862,-4.056476361595211,SA1,Female
59.0,1994.0,1935.0,0,0,0.018040888522476137,-4.015114512651667,SA1,Female
60.0,1994.0,1934.0,0,0,0.020956107626618557,-3.865325141611475,SA1,Female
61.0,1994.0,1933.0,0,0,0.024503677912829185,-3.7089320538071817,SA1,Female
62.0,1994.0,1932.0,0,0,0.026008412409662392,-3.6493352390752487,SA1,Female
63.0,1994.0,1931.0,0,0,0.0291570686413638,-3.535057903597029,SA1,Female
64.0,1994.0,1930.0,0,0,0.03497139110219387,-3.353224948824048,SA1,Female
65.0,1994.0,1929.0,0,0,0.03579941193391388,-3.329823812137384,SA1,Female
66.0,1994.0,1928.0,0,0,0.040797666506386554,-3.1991303926785477,SA1,Female
67.0,1994.0,1927.0,0,0,0.04358793846615077,-3.1329748075838566,SA1,Female
68.0,1994.0,1926.0,0,0,0.048636087797606524,-3.0233894763516647,SA1,Female
69.0,1994.0,1925.0,0,0,0.05102794561340706,-2.975381843125289,SA1,Female
70.0,1994.0,1924.0,0,0,0.061194626373171405,-2.7936958976788295,SA1,Female
71.0,1994.0,1923.0,0,0,0.06441757926638204,-2.742368713146478,SA1,Female
72.0,1994.0,1922.0,0,0,0.0671371239567027,-2.7010181248579945,SA1,Female
73.0,1994.0,1921.0,0,0,0.07852405626272731,-2.5443502519330243,SA1,Female
74.0,1994.0,1920.0,0,0,0.08235213585895662,-2.496750886338343,SA1,Female
75.0,1994.0,1919.0,0,0,0.0956583260592892,-2.3469725397406176,SA1,Female
76.0,1994.0,1918.0,0,0,0.09449949425005015,-2.3591607963480823,SA1,Female
77.0,1994.0,1917.0,0,0,0.10561144171361872,-2.2479885640185824,SA1,Female
78.0,1994.0,1916.0,0,0,0.107067086474776,-2.234299664588042,SA1,Female
79.0,1994.0,1915.0,0,0,0.1191399187636794,-2.127456688637801,SA1,Female
80.0,1994.0,1914.0,0,0,0.13954052680593787,-1.969400205174046,SA1,Female
81.0,1994.0,1913.0,0,0,0.1459407140961391,-1.9245548075763332,SA1,Female
82.0,1994.0,1912.0,0,0,0.15539872479790512,-1.8617610470159454,SA1,Female
83.0,1994.0,1911.0,0,0,0.18266908147856337,-1.7000790610164545,SA1,Female
84.0,1994.0,1910.0,0,0,0.19108074479107776,-1.6550591926708311,SA1,Female
50.0,1995.0,1945.0,0,0,0.007591260794330611,-4.880757588809734,SA1,Female
51.0,1995.0,1944.0,0,0,0.008754285465351985,-4.738211931040756,SA1,Female
52.0,1995.0,1943.0,0,0,0.009788164171127755,-4.626581360848486,SA1,Female
53.0,1995.0,1942.0,0,0,0.010921690198396656,-4.517004540569624,SA1,Female
54.0,1995.0,1941.0,0,0,0.012332623308987059,-4.395507226204802,SA1,Female
55.0,1995.0,1940.0,0,0,0.013413393447751693,-4.311501560177576,SA1,Female
56.0,1995.0,1939.0,0,0,0.013744407196653537,-4.287123286948794,SA1,Female
57.0,1995.0,1938.0,0,0,0.0160433207152913,-4.132462670833068,SA1,Female
58.0,1995.0,1937.0,0,0,0.017639943030926364,-4.0375894579480285,SA1,Female
59.0,1995.0,1936.0,0,0,0.019268142024033135,-3.9493022192618215,SA1,Female
60.0,1995.0,1935.0,0,0,0.022437198221738345,-3.7970350625516267,SA1,Female
61.0,1995.0,1934.0,0,0,0.026081472728130963,-3.6465300738811113,SA1,Female
62.0,1995.0,1933.0,0,0,0.028968202527584645,-3.5415565151187463,SA1,Female
63.0,1995.0,1932.0,0,0,0.0291737791000128,-3.5344849491568593,SA1,Female
64.0,1995.0,1931.0,0,0,0.03163536395482912,-3.453479671634261,SA1,Female
65.0,1995.0,1930.0,0,0,0.038925467487736835,-3.246106551373068,SA1,Female
66.0,1995.0,1929.0,0,0,0.0402431419477674,-3.212815676025847,SA1,Female
67.0,1995.0,1928.0,0,0,0.04610151567667345,-3.0769094515010575,SA1,Female
68.0,1995.0,1927.0,0,0,0.05090076004854777,-2.9778774233456358,SA1,Female
69.0,1995.0,1926.0,0,0,0.05439868429627699,-2.911415311142922,SA1,Female
70.0,1995.0,1925.0,0,0,0.0598785755489199,-2.81543650814185,SA1,Female
71.0,1995.0,1924.0,0,0,0.06335502302971109,-2.7590010852286704,SA1,Female
72.0,1995.0,1923.0,0,0,0.06797251974233136,-2.6886517769214078,SA1,Female
73.0,1995.0,1922.0,0,0,0.07677381774720916,-2.5668916117030354,SA1,Female
74.0,1995.0,1921.0,0,0,0.08589693643006249,-2.4546071150043716,SA1,Female
75.0,1995.0,1920.0,0,0,0.09125046410869947,-2.3941472004097366,SA1,Female
76.0,1995.0,1919.0,0,0,0.09550465571390376,-2.348580281752811,SA1,Female
77.0,1995.0,1918.0,0,0,0.10375396763945433,-2.2657328782945543,SA1,Female
78.0,1995.0,1917.0,0,0,0.11084540819844793,-2.199618767337129,SA1,Female
79.0,1995.0,1916.0,0,0,0.12666397237070934,-2.066217585913599,SA1,Female
80.0,1995.0,1915.0,0,0,0.13145156290099833,-2.029116838177436,SA1,Female
81.0,1995.0,1914.0,0,0,0.153422382676849,-1.8745604901528041,SA1,Female
82.0,1995.0,1913.0,0,0,0.16104497229191175,-1.826071621997653,SA1,Female
83.0,1995.0,1912.0,0,0,0.1698617037095302,-1.7727706805997423,SA1,Female
84.0,1995.0,1911.0,0,0,0.18544553660607288,-1.6849940432462691,SA1,Female
50.0,1996.0,1946.0,0,0,0.007977731440235664,-4.831101188608052,SA1,Female
51.0,1996.0,1945.0,0,0,0.008877854591624011,-4.724195351210391,SA1,Female
52.0,1996.0,1944.0,0,0,0.009832133215916026,-4.62209935759172,SA1,Female
53.0,1996.0,1943.0,0,0,0.010791380239301374,-4.529007589514697,SA1,Female
54.0,1996.0,1942.0,0,0,0.011949051340448562,-4.427103389492354,SA1,Female
55.0,1996.0,1941.0,0,0,0.014045625544895675,-4.265444280799327,SA1,Female
56.0,1996.0,1940.0,0,0,0.013850605674988957,-4.27942631625883,SA1,Female
57.0,1996.0,1939.0,0,0,0.016546906067653702,-4.101556139188022,SA1,Female
58.0,1996.0,1938.0,0,0,0.018052044161201923,-4.014496350687452,SA1,Female
59.0,1996.0,1937.0,0,0,0.020440278906324546,-3.890247868616217,SA1,Female
60.0,1996.0,1936.0,0,0,0.02253742835255522,-3.792577869490246,SA1,Female
61.0,1996.0,1935.0,0,0,0.026291772340079247,-3.638499227522934,SA1,Female
62.0,1996.0,1934.0,0,0,0.02895701394805457,-3.5419428263092767,SA1,Female
63.0,1996.0,1933.0,0,0,0.02973871156693767,-3.515305662125403,SA1,Female
64.0,1996.0,1932.0,0,0,0.03373999613372804,-3.3890713164544803,SA1,Female
65.0,1996.0,1931.0,0,0,0.03738676368732659,-3.2864385493068866,SA1,Female
66.0,1996.0,1930.0,0,0,0.042261719582877895,-3.1638735770665063,SA1,Female
67.0,1996.0,1929.0,0,0,0.04372541550002281,-3.1298257555492,SA1,Female
68.0,1996.0,1928.0,0,0,0.05087993313813386,-2.978286674060138,SA1,Female
69.0,1996.0,1927.0,0,0,0.05755985414054105,-2.8549299310082055,SA1,Female
70.0,1996.0,1926.0,0,0,0.05847981369399546,-2.83907364935288,SA1,Female
71.0,1996.0,1925.0,0,0,0.06642824126666205,-2.7116329926417264,SA1,Female
72.0,1996.0,1924.0,0,0,0.07087556311261332,-2.6468295718142727,SA1,Female
73.0,1996.0,1923.0,0,0,0.07792706877994883,-2.551981905334024,SA1,Female
74.0,1996.0,1922.0,0,0,0.0845251213312675,-2.4707064949409183,SA1,Female
75.0,1996.0,1921.0,0,0,0.09389195960740433,-2.365610523618329,SA1,Female
76.0,1996.0,1920.0,0,0,0.10484084489359725,-2.255311841673509,SA1,Female
77.0,1996.0,1919.0,0,0,0.11104889710440266,-2.197784660213732,SA1,Female
78.0,1996.0,1918.0,0,0,0.11744229511269828,-2.1418081714535333,SA1,Female
79.0,1996.0,1917.0,0,0,0.12647489184065652,-2.0677114739880844,SA1,Female
80.0,1996.0,1916.0,0,0,0.13456465488674976,-2.0057104899644145,SA1,Female
81.0,1996.0,1915.0,0,0,0.13756762377854093,-1.983639673475587,SA1,Female
82.0,1996.0,1914.0,0,0,0.15874563169444483,-1.8404521584733193,SA1,Female
83.0,1996.0,1913.0,0,0,0.1678782016161497,-1.7845165528915552,SA1,Female
84.0,1996.0,1912.0,0,0,0.1791302830503307,-1.719641899617198,SA1,Female
50.0,1997.0,1947.0,0,0,0.00751528428426842,-4.890816427581394,SA1,Female
51.0,1997.0,1946.0,0,0,0.009070117291223815,-4.702770083160998,SA1,Female
52.0,1997.0,1945.0,0,0,0.009500593519908217,-4.65640100654736,SA1,Female
53.0,1997.0,1944.0,0,0,0.010480057234201664,-4.558281138825369,SA1,Female
54.0,1997.0,1943.0,0,0,0.012962472381287986,-4.345696836091212,SA1,Female
55.0,1997.0,1942.0,0,0,0.013561464157965787,-4.300523026047739,SA1,Female
56.0,1997.0,1941.0,0,0,0.015007169392871274,-4.199227232541446,SA1,Female
57.0,1997.0,1940.0,0,0,0.017418583107048986,-4.05021764800423,SA1,Female
58.0,1997.0,1939.0,0,0,0.019816788374375553,-3.9212258028480997,SA1,Female
59.0,1997.0,1938.0,0,0,0.020763868954022678,-3.8745408722476906,SA1,Female
60.0,1997.0,1937.0,0,0,0.0231744783360901,-3.764703677553142,SA1,Female
61.0,1997.0,1936.0,0,0,0.025164578026148486,-3.682317907177793,SA1,Female
62.0,1997.0,1935.0,0,0,0.027899497898799613,-3.5791465867755505,SA1,Female
63.0,1997.0,1934.0,0,0,0.03084868743850405,-3.478661076099759,SA1,Female
64.0,1997.0,1933.0,0,0,0.03270139697641808,-3.4203374810000664,SA1,Female
65.0,1997.0,1932.0,0,0,0.038457277437158405,-3.258207330792656,SA1,Female
66.0,1997.0,1931.0,0,0,0.04155801198223551,-3.180664948778885,SA1,Female
67.0,1997.0,1930.0,0,0,0.04591602692857289,-3.0809410523043463,SA1,Female
68.0,1997.0,1929.0,0,0,0.049812236835125936,-2.9994946055547995,SA1,Female
69.0,1997.0,1928.0,0,0,0.05591684768770318,-2.8838895544677223,SA1,Female
70.0,1997.0,1927.0,0,0,0.05925199463442947,-2.825955834817431,SA1,Female
71.0,1997.0,1926.0,0,0,0.06647953617463143,-2.710861105375176,SA1,Female
72.0,1997.0,1925.0,0,0,0.07148691005511276,-2.6382409221949286,SA1,Female
73.0,1997.0,1924.0,0,0,0.07533866804115012,-2.585761756179671,SA1,Female
74.0,1997.0,1923.0,0,0,0.08482506168809609,-2.4671642410725427,SA1,Female
75.0,1997.0,1922.0,0,0,0.09024827397818437,-2.405190806847494,SA1,Female
76.0,1997.0,1921.0,0,0,0.09827585619393812,-2.319976895486897,SA1,Female
77.0,1997.0,1920.0,0,0,0.11522360346062029,-2.1608806605564537,SA1,Female
78.0,1997.0,1919.0,0,0,0.10985344614656178,-2.208608109259322,SA1,Female
79.0,1997.0,1918.0,0,0,0.13017284791095282,-2.038892112345979,SA1,Female
80.0,1997.0,1917.0,0,0,0.1319854706801389,-2.025063433058988,SA1,Female
81.0,1997.0,1916.0,0,0,0.15114305525535077,-1.8895285048568744,SA1,Female
82.0,1997.0,1915.0,0,0,0.15220926745981664,-1.8824989453963372,SA1,Female
83.0,1997.0,1914.0,0,0,0.16558540964445173,-1.7982681469243054,SA1,Female
84.0,1997.0,1913.0,0,0,0.17593751768302443,-1.7376263601407114,SA1,Female
50.0,1998.0,1948.0,0,0,0.00776635020352694,-4.857954954235749,SA1,Female
51.0,1998.0,1947.0,0,0,0.009060671324303169,-4.703812064067135,SA1,Female
52.0,1998.0,1946.0,0,0,0.010139830339651405,-4.59128401274888,SA1,Female
53.0,1998.0,1945.0,0,0,0.011629820815925167,-4.454182719627419,SA1,Female
54.0,1998.0,1944.0,0,0,0.01313101744342867,-4.33277810369029,SA1,Female
55.0,1998.0,1943.0,0,0,0.013839062003540367,-4.280260105400063,SA1,Female
56.0,1998.0,1942.0,0,0,0.015086966282664283,-4.193924067986889,SA1,Female
57.0,1998.0,1941.0,0,0,0.016923593009857876,-4.079046594519251,SA1,Female
58.0,1998.0,1940.0,0,0,0.019388049397392658,-3.9430984131689204,SA1,Female
59.0,1998.0,1939.0,0,0,0.02039770378251621,-3.8923329441478605,SA1,Female
60.0,1998.0,1938.0,0,0,0.02307198954684379,-3.769135970946458,SA1,Female
61.0,1998.0,1937.0,0,0,0.02492400268217662,-3.6919239766859553,SA1,Female
62.0,1998.0,1936.0,0,0,0.02872872289337365,-3.549857859002153,SA1,Female
63.0,1998.0,1935.0,0,0,0.03054604236266941,-3.4885201479865042,SA1,Female
64.0,1998.0,1934.0,0,0,0.034519172037957464,-3.366240398049993,SA1,Female
65.0,1998.0,1933.0,0,0,0.03756122420285209,-3.2817830319130508,SA1,Female
66.0,1998.0,1932.0,0,0,0.04026144473165387,-3.2123609743757484,SA1,Female
67.0,1998.0,1931.0,0,0,0.04566001741405331,-3.086532256495249,SA1,Female
68.0,1998.0,1930.0,0,0,0.05067697274789339,-2.9822836579909815,SA1,Female
69.0,1998.0,1929.0,0,0,0.05468164198396944,-2.9062272386092634,SA1,Female
70.0,1998.0,1928.0,0,0,0.061311391232343214,-2.791789625696226,SA1,Female
71.0,1998.0,1927.0,0,0,0.06584999872012441,-2.720375870229075,SA1,Female
72.0,1998.0,1926.0,0,0,0.07210100690108286,-2.629687269447793,SA1,Female
73.0,1998.0,1925.0,0,0,0.07711499286349971,-2.562457557350171,SA1,Female
74.0,1998.0,1924.0,0,0,0.08820673800941257,-2.4280719242227735,SA1,Female
75.0,1998.0,1923.0,0,0,0.09068868055562763,-2.400322730579566,SA1,Female
76.0,1998.0,1922.0,0,0,0.0941515105990504,-2.3628499794081095,SA1,Female
77.0,1998.0,1921.0,0,0,0.10444637563793864,-2.259081491074771,SA1,Female
78.0,1998.0,1920.0,0,0,0.11400597077099892,-2.1715044567749726,SA1,Female
79.0,1998.0,1919.0,0,0,0.11710943083846449,-2.1446464749991234,SA1,Female
80.0,1998.0,1918.0,0,0,0.13137526880806824,-2.0296974036743216,SA1,Female
81.0,1998.0,1917.0,0,0,0.1414339179971156,-1.9559226816033595,SA1,Female
82.0,1998.0,1916.0,0,0,0.1548106715203354,-1.8655523827327216,SA1,Female
83.0,1998.0,1915.0,0,0,0.16048581895588634,-1.8295496957306745,SA1,Female
84.0,1998.0,1914.0,0,0,0.16811729154748808,-1.7830933792088248,SA1,Female
50.0,1999.0,1949.0,0,0,0.008364303049626787,-4.78378226545296,SA1,Female
51.0,1999.0,1948.0,0,0,0.008817265827711009,-4.731043453880558,SA1,Female
52.0,1999.0,1947.0,0,0,0.009992814878193184,-4.605888956422363,SA1,Female
53.0,1999.0,1946.0,0,0,0.0107510748975425,-4.532749538938109,SA1,Female
54.0,1999.0,1945.0,0,0,0.012028084534624086,-4.420510985727568,SA1,Female
55.0,1999.0,1944.0,0,0,0.01447027755641318,-4.235658557015231,SA1,Female
